,DATETIMEDATA,PM25,PM10,O3,CO,NO2,SO2,Wind Speed,Temperature,Relative Humidity,Wind Direction,Atmospheric Pressure,RAIN
1701,2024-02-09 21:00:00,16.9,,1.0,,,,1,28,67,140,761,0
1702,2024-02-09 22:00:00,18.3,,7.0,,,,1,28,69,119,762,0
1703,2024-02-09 23:00:00,19.4,,0.0,,,,1,28,70,112,762,0
1704,2024-02-10 00:00:00,16.2,,,,,,1,27,70,105,761,0
1705,2024-02-10 01:00:00,16.2,,2.0,,,,1,27,71,101,761,0
1706,2024-02-10 02:00:00,15.1,,11.0,,,,0,26,73,95,760,0
1707,2024-02-10 03:00:00,18.2,,1.0,,,,0,26,76,98,760,0
1708,2024-02-10 04:00:00,18.5,,3.0,,,,0,26,79,97,760,0
1709,2024-02-10 05:00:00,22.3,,16.0,,,,1,26,76,105,760,0
1710,2024-02-10 06:00:00,21.4,,5.0,,,,0,25,84,103,760,0
1711,2024-02-10 07:00:00,22.2,,6.0,,,,1,26,80,107,761,0
1712,2024-02-10 08:00:00,25.1,,1.0,,,,1,28,70,105,761,0
1713,2024-02-10 09:00:00,21.4,,0.0,,,,1,29,65,125,762,0
1714,2024-02-10 10:00:00,24.8,,11.0,,,,1,31,58,159,762,0
1715,2024-02-10 11:00:00,17.7,,3.0,,,,1,32,55,184,762,0
1716,2024-02-10 12:00:00,15.6,,0.0,,,,1,32,52,231,761,0
1717,2024-02-10 13:00:00,17.3,,1.0,,,,1,33,51,216,760,0
1718,2024-02-10 14:00:00,14.9,,5.0,,,,1,33,50,220,760,0
1719,2024-02-10 15:00:00,15.9,,16.0,,,,1,33,51,195,759,0
1720,2024-02-10 16:00:00,17.6,,9.0,,,,1,32,54,203,759,0
1721,2024-02-10 17:00:00,20.9,,14.0,,,,1,31,57,168,760,0
1722,2024-02-10 18:00:00,17.0,,25.0,,,,1,29,64,200,760,0
1723,2024-02-10 19:00:00,18.1,,24.0,,,,1,29,65,159,761,0
1724,2024-02-10 20:00:00,26.2,,0.0,,,,1,29,65,132,761,0
1725,2024-02-10 21:00:00,25.1,,11.0,,,,1,28,65,136,762,0
1726,2024-02-10 22:00:00,24.6,,2.0,,,,1,28,67,106,762,0
1727,2024-02-10 23:00:00,25.0,,1.0,,,,1,28,69,96,762,0
1728,2024-02-11 00:00:00,22.7,,0.0,,,,1,28,71,110,762,0
1729,2024-02-11 01:00:00,24.4,,,,,,1,27,71,107,762,0
1730,2024-02-11 02:00:00,22.5,,0.0,,,,1,28,68,121,761,0
1731,2024-02-11 03:00:00,21.0,,2.0,,,,1,27,67,110,761,0
1732,2024-02-11 04:00:00,18.9,,24.0,,,,1,27,72,92,761,0
1733,2024-02-11 05:00:00,16.2,,35.0,,,,1,27,71,81,761,0
1734,2024-02-11 06:00:00,15.4,,36.0,,,,1,27,71,85,761,0
1735,2024-02-11 07:00:00,19.0,,23.0,,,,1,27,67,86,762,0
1736,2024-02-11 08:00:00,22.2,,10.0,,,,1,28,64,121,762,0
1737,2024-02-11 09:00:00,21.7,,4.0,,,,1,29,60,139,763,0
1738,2024-02-11 10:00:00,25.1,,4.0,,,,0,30,56,222,763,0
1739,2024-02-11 11:00:00,18.2,,2.0,,,,1,31,53,228,763,0
1740,2024-02-11 12:00:00,18.2,,1.0,,,,2,32,48,239,762,0
1741,2024-02-11 13:00:00,16.8,,11.0,,,,2,32,47,245,762,0
1742,2024-02-11 14:00:00,17.7,,21.0,,,,2,32,46,238,761,0
1743,2024-02-11 15:00:00,19.5,,10.0,,,,1,32,50,219,761,0
1744,2024-02-11 16:00:00,21.5,,34.0,,,,1,31,52,235,761,0
1745,2024-02-11 17:00:00,19.3,,34.0,,,,1,30,57,218,761,0
1746,2024-02-11 18:00:00,17.2,,34.0,,,,1,29,62,171,761,0
1747,2024-02-11 19:00:00,18.8,,25.0,,,,1,28,63,160,761,0
1748,2024-02-11 20:00:00,,,,,,,1,28,63,141,762,0
1749,2024-02-11 21:00:00,,,3.0,,,,1,28,63,146,762,0
1750,2024-02-11 22:00:00,20.2,,2.0,,,,1,28,64,128,762,0
1751,2024-02-11 23:00:00,24.0,,1.0,,,,1,28,67,110,762,0
1752,2024-02-12 00:00:00,20.7,,23.0,,,,1,27,68,112,762,0
1753,2024-02-12 01:00:00,22.2,,4.0,,,,1,27,70,92,761,0
1754,2024-02-12 02:00:00,22.6,,,,,,1,27,70,88,761,0
1755,2024-02-12 03:00:00,21.5,,41.0,,,,1,27,70,109,761,0
1756,2024-02-12 04:00:00,18.7,,41.0,,,,1,27,71,93,761,0
1757,2024-02-12 05:00:00,20.6,,41.0,,,,1,26,72,106,761,0
1758,2024-02-12 06:00:00,21.4,,28.0,,,,1,26,72,103,761,0
1759,2024-02-12 07:00:00,25.9,,4.0,,,,1,27,70,75,761,0
1760,2024-02-12 08:00:00,27.8,,2.0,,,,1,28,69,101,762,0
1761,2024-02-12 09:00:00,24.5,,9.0,,,,1,29,65,136,762,0
1762,2024-02-12 10:00:00,19.3,,2.0,,,,1,30,56,230,762,0
1763,2024-02-12 11:00:00,21.9,,1.0,,,,1,31,52,225,762,0
1764,2024-02-12 12:00:00,22.8,,16.0,,,,1,32,49,225,761,0
1765,2024-02-12 13:00:00,20.8,,1.0,,,,1,32,47,226,761,0
1766,2024-02-12 14:00:00,19.3,,1.0,,,,2,32,48,241,760,0
1767,2024-02-12 15:00:00,19.7,,8.0,,,,2,31,49,241,760,0
1768,2024-02-12 16:00:00,17.1,,15.0,,,,1,31,52,205,760,0
1769,2024-02-12 17:00:00,22.2,,0.0,,,,1,30,57,230,760,0
1770,2024-02-12 18:00:00,20.7,,30.0,,,,1,28,63,198,761,0
1771,2024-02-12 19:00:00,22.2,,4.0,,,,1,28,65,205,761,0
1772,2024-02-12 20:00:00,20.5,,14.0,,,,1,28,67,193,762,0
1773,2024-02-12 21:00:00,20.2,,3.0,,,,1,28,69,207,762,0
1774,2024-02-12 22:00:00,21.1,,4.0,,,,1,27,70,170,762,0
1775,2024-02-12 23:00:00,22.5,,6.0,,,,2,27,71,211,762,0
1776,2024-02-13 00:00:00,25.1,,16.0,,,,1,27,72,215,762,0
1777,2024-02-13 01:00:00,22.3,,1.0,,,,1,27,70,214,761,0
1778,2024-02-13 02:00:00,16.2,,16.0,,,,1,27,67,201,761,0
1779,2024-02-13 03:00:00,19.2,,,,,,1,27,68,123,760,0
1780,2024-02-13 04:00:00,16.5,,40.0,,,,1,27,73,104,760,0
1781,2024-02-13 05:00:00,17.3,,41.0,,,,1,27,73,115,760,0
1782,2024-02-13 06:00:00,20.0,,39.0,,,,1,26,75,115,760,0
1783,2024-02-13 07:00:00,25.8,,13.0,,,,1,27,75,124,761,0
1784,2024-02-13 08:00:00,22.2,,4.0,,,,1,28,70,105,761,0
1785,2024-02-13 09:00:00,22.3,,5.0,,,,1,29,66,140,761,0
1786,2024-02-13 10:00:00,18.0,,2.0,,,,1,30,60,148,761,0
1787,2024-02-13 11:00:00,21.1,,0.0,,,,1,31,53,176,761,0
1788,2024-02-13 12:00:00,21.2,,23.0,,,,1,32,51,209,761,0
1789,2024-02-13 13:00:00,20.2,,10.0,,,,1,32,52,204,760,0
1790,2024-02-13 14:00:00,19.0,,8.0,,,,1,32,52,196,759,0
1791,2024-02-13 15:00:00,15.3,,23.0,,,,1,31,56,172,759,0
1792,2024-02-13 16:00:00,18.0,,33.0,,,,1,30,58,210,759,0
1793,2024-02-13 17:00:00,19.5,,31.0,,,,1,29,60,175,759,0
1794,2024-02-13 18:00:00,20.6,,12.0,,,,1,29,65,158,759,0
1795,2024-02-13 19:00:00,25.6,,15.0,,,,1,28,69,141,760,0
1796,2024-02-13 20:00:00,19.2,,14.0,,,,1,28,70,131,760,0
1797,2024-02-13 21:00:00,18.3,,2.0,,,,1,28,68,133,761,0
1798,2024-02-13 22:00:00,17.2,,3.0,,,,1,28,70,134,761,0
1799,2024-02-13 23:00:00,15.8,,4.0,,,,1,28,71,125,761,0
1800,2024-02-14 00:00:00,18.7,,24.0,,,,1,28,71,125,760,0
1801,2024-02-14 01:00:00,21.5,,,,,,1,27,77,113,760,0
1802,2024-02-14 02:00:00,15.2,,139.0,,,,1,26,84,116,760,0
1803,2024-02-14 03:00:00,13.8,,107.0,,,,1,27,80,141,759,0
1804,2024-02-14 04:00:00,13.3,,,,,,1,26,83,123,759,1
1805,2024-02-14 05:00:00,12.3,,26.0,,,,1,26,79,179,759,0
1806,2024-02-14 06:00:00,15.2,,18.0,,,,1,26,82,132,760,0
1807,2024-02-14 07:00:00,20.8,,5.0,,,,1,26,85,137,760,1
1808,2024-02-14 08:00:00,16.3,,0.0,,,,1,27,85,131,760,0
1809,2024-02-14 09:00:00,19.2,,0.0,,,,1,28,77,137,761,0
1810,2024-02-14 10:00:00,18.3,,3.0,,,,1,30,66,219,761,0
1811,2024-02-14 11:00:00,19.1,,3.0,,,,1,30,68,207,760,0
1812,2024-02-14 12:00:00,17.8,,2.0,,,,1,32,59,228,759,0
1813,2024-02-14 13:00:00,18.2,,7.0,,,,1,32,59,212,759,0
1814,2024-02-14 14:00:00,17.8,,23.0,,,,1,32,59,189,758,0
1815,2024-02-14 15:00:00,23.9,,23.0,,,,1,31,61,173,758,0
1816,2024-02-14 16:00:00,15.6,,24.0,,,,1,30,63,216,758,0
1817,2024-02-14 17:00:00,17.6,,10.0,,,,1,30,66,194,758,0
1818,2024-02-14 18:00:00,19.6,,4.0,,,,1,29,71,204,758,0
1819,2024-02-14 19:00:00,26.3,,0.0,,,,1,28,73,191,759,0
1820,2024-02-14 20:00:00,23.1,,4.0,,,,1,28,74,187,759,0
1821,2024-02-14 21:00:00,21.3,,6.0,,,,1,28,75,158,760,0
1822,2024-02-14 22:00:00,20.9,,6.0,,,,1,28,74,134,760,0
1823,2024-02-14 23:00:00,15.4,,3.0,,,,1,28,74,104,760,0
1824,2024-02-15 00:00:00,15.9,,3.0,,,,1,27,77,121,760,0
1825,2024-02-15 01:00:00,19.9,,22.0,,,,1,27,78,135,759,0
1826,2024-02-15 02:00:00,18.3,,23.0,,,,1,27,78,157,759,0
1827,2024-02-15 03:00:00,10.6,,23.0,,,,1,27,79,145,759,0
1828,2024-02-15 04:00:00,13.3,,23.0,,,,1,27,80,143,759,0
1829,2024-02-15 05:00:00,12.1,,,,,,1,27,80,143,759,0
1830,2024-02-15 06:00:00,18.9,,22.0,,,,1,27,81,122,759,0
1831,2024-02-15 07:00:00,23.3,,3.0,,,,1,27,79,124,760,0
1832,2024-02-15 08:00:00,23.3,,4.0,,,,1,29,70,148,760,0
1833,2024-02-15 09:00:00,13.2,,2.0,,,,0,31,61,165,761,0
1834,2024-02-15 10:00:00,22.4,,2.0,,,,1,31,57,224,761,0
1835,2024-02-15 11:00:00,18.8,,4.0,,,,1,32,55,229,760,0
1836,2024-02-15 12:00:00,18.2,,20.0,,,,1,32,51,253,760,0
1837,2024-02-15 13:00:00,17.8,,3.0,,,,1,33,50,233,759,0
1838,2024-02-15 14:00:00,18.6,,8.0,,,,1,33,51,217,759,0
1839,2024-02-15 15:00:00,13.4,,2.0,,,,1,32,53,198,758,0
1840,2024-02-15 16:00:00,15.8,,5.0,,,,1,32,56,189,758,0
1841,2024-02-15 17:00:00,17.6,,3.0,,,,1,30,61,198,759,0
1842,2024-02-15 18:00:00,16.1,,2.0,,,,1,29,66,207,759,0
1843,2024-02-15 19:00:00,16.9,,9.0,,,,1,28,70,208,759,0
1844,2024-02-15 20:00:00,19.3,,2.0,,,,1,28,71,202,760,0
1845,2024-02-15 21:00:00,13.2,,2.0,,,,1,28,73,177,760,0
1846,2024-02-15 22:00:00,23.3,,0.0,,,,1,28,73,120,760,0
1847,2024-02-15 23:00:00,17.9,,3.0,,,,1,28,74,120,760,0
1848,2024-02-16 00:00:00,22.7,,8.0,,,,1,28,73,113,760,0
1849,2024-02-16 01:00:00,16.9,,6.0,,,,1,28,74,109,759,0
1850,2024-02-16 02:00:00,17.7,,0.0,,,,1,27,75,115,759,0
1851,2024-02-16 03:00:00,12.2,,22.0,,,,1,27,76,99,759,0
1852,2024-02-16 04:00:00,13.9,,22.0,,,,1,27,78,105,759,0
1853,2024-02-16 05:00:00,12.8,,16.0,,,,1,27,78,115,759,0
1854,2024-02-16 06:00:00,19.9,,,,,,1,27,79,99,759,0
1855,2024-02-16 07:00:00,19.9,,0.0,,,,1,27,76,106,760,0
1856,2024-02-16 08:00:00,20.4,,17.0,,,,1,29,70,108,760,0
1857,2024-02-16 09:00:00,16.0,,1.0,,,,1,30,61,121,761,0
1858,2024-02-16 10:00:00,19.2,,9.0,,,,1,31,54,152,761,0
1859,2024-02-16 11:00:00,15.8,,6.0,,,,1,32,52,188,761,0
1860,2024-02-16 12:00:00,16.2,,4.0,,,,1,32,50,222,760,0
1861,2024-02-16 13:00:00,14.4,,0.0,,,,1,33,47,204,760,0
1862,2024-02-16 14:00:00,18.2,,2.0,,,,1,33,47,147,759,0
1863,2024-02-16 15:00:00,9.2,,23.0,,,,1,33,46,152,759,0
1864,2024-02-16 16:00:00,17.1,,2.0,,,,1,32,52,192,758,0
1865,2024-02-16 17:00:00,15.2,,4.0,,,,1,30,60,148,758,0
1866,2024-02-16 18:00:00,20.3,,7.0,,,,1,29,67,138,759,0
1867,2024-02-16 19:00:00,19.1,,2.0,,,,1,28,71,129,759,0
1868,2024-02-16 20:00:00,19.6,,0.0,,,,1,28,71,124,759,0
1869,2024-02-16 21:00:00,14.4,,2.0,,,,1,28,72,111,760,0
1870,2024-02-16 22:00:00,15.4,,2.0,,,,1,28,73,113,760,0
1871,2024-02-16 23:00:00,16.2,,11.0,,,,1,28,74,110,760,0
1872,2024-02-17 00:00:00,17.8,,18.0,,,,1,27,75,111,759,0
1873,2024-02-17 01:00:00,14.5,,1.0,,,,1,27,75,102,759,0
1874,2024-02-17 02:00:00,14.7,,17.0,,,,1,27,77,95,758,0
1875,2024-02-17 03:00:00,16.2,,21.0,,,,1,27,77,110,758,0
1876,2024-02-17 04:00:00,17.1,,21.0,,,,1,26,78,117,758,0
1877,2024-02-17 05:00:00,16.2,,20.0,,,,1,26,77,117,758,0
1878,2024-02-17 06:00:00,21.0,,2.0,,,,1,26,78,113,759,0
1879,2024-02-17 07:00:00,26.1,,,,,,1,27,77,130,759,0
1880,2024-02-17 08:00:00,19.2,,17.0,,,,1,28,71,115,760,0
1881,2024-02-17 09:00:00,17.1,,1.0,,,,1,29,64,120,760,0
1882,2024-02-17 10:00:00,22.4,,0.0,,,,1,30,57,147,760,0
1883,2024-02-17 11:00:00,21.3,,1.0,,,,1,32,50,151,760,0
1884,2024-02-17 12:00:00,23.2,,20.0,,,,1,32,46,160,759,0
1885,2024-02-17 13:00:00,20.8,,0.0,,,,1,33,40,161,759,0
1886,2024-02-17 14:00:00,15.6,,25.0,,,,1,33,42,159,758,0
1887,2024-02-17 15:00:00,18.5,,25.0,,,,2,32,47,157,757,0
1888,2024-02-17 16:00:00,21.0,,25.0,,,,1,32,50,152,757,0
1889,2024-02-17 17:00:00,17.2,,23.0,,,,1,30,55,155,757,0
1890,2024-02-17 18:00:00,15.3,,21.0,,,,1,29,64,180,758,0
1891,2024-02-17 19:00:00,18.5,,21.0,,,,1,28,68,165,758,0
1892,2024-02-17 20:00:00,19.2,,22.0,,,,1,28,70,137,759,0
1893,2024-02-17 21:00:00,15.7,,22.0,,,,1,28,69,123,759,0
1894,2024-02-17 22:00:00,22.6,,18.0,,,,1,28,69,112,760,0
1895,2024-02-17 23:00:00,17.1,,15.0,,,,1,28,70,106,760,0
1896,2024-02-18 00:00:00,17.1,,13.0,,,,1,27,71,103,759,0
1897,2024-02-18 01:00:00,14.6,,20.0,,,,1,27,72,110,759,0
1898,2024-02-18 02:00:00,16.3,,20.0,,,,1,27,75,107,758,0
1899,2024-02-18 03:00:00,16.7,,21.0,,,,1,27,76,109,758,0
1900,2024-02-18 04:00:00,14.6,,20.0,,,,1,27,75,112,758,0
1901,2024-02-18 05:00:00,17.0,,19.0,,,,0,26,77,107,758,0
1902,2024-02-18 06:00:00,23.8,,19.0,,,,1,26,76,112,759,0
1903,2024-02-18 07:00:00,23.6,,19.0,,,,1,27,75,114,759,0
1904,2024-02-18 08:00:00,22.2,,,,,,1,29,68,120,760,0
1905,2024-02-18 09:00:00,,,24.0,,,,1,30,61,121,760,0
1906,2024-02-18 10:00:00,,,23.0,,,,1,31,57,126,760,0
1907,2024-02-18 11:00:00,17.9,,23.0,,,,1,32,53,159,760,0
1908,2024-02-18 12:00:00,18.6,,23.0,,,,1,32,54,202,759,0
1909,2024-02-18 13:00:00,17.3,,23.0,,,,1,32,55,218,758,0
1910,2024-02-18 14:00:00,17.2,,22.0,,,,1,32,58,199,758,0
1911,2024-02-18 15:00:00,14.8,,19.0,,,,1,31,60,180,757,0
1912,2024-02-18 16:00:00,16.0,,19.0,,,,1,30,65,160,757,0
1913,2024-02-18 17:00:00,18.0,,18.0,,,,1,29,68,131,757,0
1914,2024-02-18 18:00:00,21.0,,18.0,,,,1,29,69,120,758,0
1915,2024-02-18 19:00:00,22.7,,17.0,,,,1,27,81,116,758,0
1916,2024-02-18 20:00:00,21.5,,12.0,,,,1,27,86,111,759,0
1917,2024-02-18 21:00:00,27.0,,16.0,,,,0,27,82,106,760,0
1918,2024-02-18 22:00:00,24.7,,28.0,,,,1,28,78,105,760,0
1919,2024-02-18 23:00:00,14.2,,23.0,,,,1,28,77,107,760,0
1920,2024-02-19 00:00:00,14.4,,18.0,,,,1,28,76,108,759,0
1921,2024-02-19 01:00:00,17.5,,17.0,,,,1,28,76,106,759,0
1922,2024-02-19 02:00:00,14.0,,18.0,,,,0,28,76,104,758,0
1923,2024-02-19 03:00:00,13.6,,18.0,,,,1,28,74,96,758,0
1924,2024-02-19 04:00:00,14.4,,17.0,,,,1,27,78,94,758,0
1925,2024-02-19 05:00:00,13.2,,18.0,,,,1,27,78,102,759,0
1926,2024-02-19 06:00:00,13.5,,15.0,,,,0,27,78,102,759,0
1927,2024-02-19 07:00:00,19.7,,14.0,,,,1,28,76,96,760,0
1928,2024-02-19 08:00:00,19.0,,18.0,,,,1,29,71,112,760,0
1929,2024-02-19 09:00:00,10.2,,,,,,1,31,61,115,760,0
1930,2024-02-19 10:00:00,13.5,,22.0,,,,1,31,57,136,760,0
1931,2024-02-19 11:00:00,14.4,,22.0,,,,1,32,55,147,760,0
1932,2024-02-19 12:00:00,14.7,,24.0,,,,2,32,55,139,759,0
1933,2024-02-19 13:00:00,10.6,,23.0,,,,1,33,52,155,759,0
1934,2024-02-19 14:00:00,11.9,,20.0,,,,1,33,57,169,758,0
1935,2024-02-19 15:00:00,9.8,,19.0,,,,1,31,60,157,757,0
1936,2024-02-19 16:00:00,8.5,,18.0,,,,1,31,60,177,757,0
1937,2024-02-19 17:00:00,12.7,,15.0,,,,1,30,65,144,757,0
1938,2024-02-19 18:00:00,14.1,,18.0,,,,1,29,69,126,757,0
1939,2024-02-19 19:00:00,20.0,,17.0,,,,1,29,74,119,758,0
1940,2024-02-19 20:00:00,18.8,,17.0,,,,1,28,77,110,759,0
1941,2024-02-19 21:00:00,19.8,,26.0,,,,1,28,78,112,760,0
1942,2024-02-19 22:00:00,23.5,,26.0,,,,1,28,78,115,760,0
1943,2024-02-19 23:00:00,13.0,,15.0,,,,1,28,78,117,759,0
1944,2024-02-20 00:00:00,11.3,,15.0,,,,1,28,78,111,759,0
1945,2024-02-20 01:00:00,15.2,,9.0,,,,0,27,83,111,759,0
1946,2024-02-20 02:00:00,19.2,,7.0,,,,0,27,85,107,758,0
1947,2024-02-20 03:00:00,11.8,,8.0,,,,0,27,87,107,758,0
1948,2024-02-20 04:00:00,14.3,,7.0,,,,0,27,87,107,757,0
1949,2024-02-20 05:00:00,18.9,,4.0,,,,0,26,88,106,758,0
1950,2024-02-20 06:00:00,26.2,,3.0,,,,0,26,89,106,759,0
1951,2024-02-20 07:00:00,28.9,,6.0,,,,0,27,85,105,759,0
1952,2024-02-20 08:00:00,31.4,,18.0,,,,1,29,69,112,760,0
1953,2024-02-20 09:00:00,19.0,,25.0,,,,1,31,62,93,760,0
1954,2024-02-20 10:00:00,15.7,,,,,,1,32,56,104,760,0
1955,2024-02-20 11:00:00,17.8,,19.0,,,,1,34,48,127,760,0
1956,2024-02-20 12:00:00,14.5,,19.0,,,,1,34,47,167,759,0
1957,2024-02-20 13:00:00,13.5,,19.0,,,,1,34,48,170,758,0
1958,2024-02-20 14:00:00,9.8,,19.0,,,,1,34,46,151,758,0
1959,2024-02-20 15:00:00,10.7,,20.0,,,,1,33,52,194,757,0
1960,2024-02-20 16:00:00,14.7,,18.0,,,,1,32,59,175,757,0
1961,2024-02-20 17:00:00,13.1,,16.0,,,,1,30,65,140,757,0
1962,2024-02-20 18:00:00,19.0,,17.0,,,,1,29,70,129,758,0
1963,2024-02-20 19:00:00,18.3,,16.0,,,,1,29,72,115,758,0
1964,2024-02-20 20:00:00,13.1,,18.0,,,,2,29,73,116,759,0
1965,2024-02-20 21:00:00,10.9,,27.0,,,,1,28,73,110,759,0
1966,2024-02-20 22:00:00,10.3,,27.0,,,,1,28,75,108,759,0
1967,2024-02-20 23:00:00,11.5,,21.0,,,,1,28,77,108,759,0
