,DATETIMEDATA,PM25,PM10,O3,CO,NO2,SO2,Wind Speed,Temperature,Relative Humidity,Wind Direction,Atmospheric Pressure,RAIN
1352,2024-01-26 08:00:00,9.0,,30.0,,,,1,28,73,91,762,0
1353,2024-01-26 09:00:00,15.8,,31.0,,,,0,29,70,188,762,0
1354,2024-01-26 10:00:00,20.3,,,,,,1,30,67,225,762,0
1355,2024-01-26 11:00:00,14.9,,29.0,,,,1,31,62,216,762,0
1356,2024-01-26 12:00:00,15.5,,13.0,,,,1,31,61,232,762,0
1357,2024-01-26 13:00:00,17.4,,25.0,,,,1,30,65,223,761,0
1358,2024-01-26 14:00:00,17.7,,29.0,,,,1,30,66,206,760,0
1359,2024-01-26 15:00:00,17.9,,25.0,,,,1,29,69,222,760,0
1360,2024-01-26 16:00:00,20.1,,9.0,,,,2,28,77,234,760,0
1361,2024-01-26 17:00:00,16.1,,30.0,,,,1,27,80,208,760,1
1362,2024-01-26 18:00:00,15.7,,31.0,,,,1,27,79,180,761,0
1363,2024-01-26 19:00:00,17.0,,30.0,,,,1,27,78,193,761,0
1364,2024-01-26 20:00:00,22.6,,31.0,,,,1,27,77,191,762,0
1365,2024-01-26 21:00:00,24.2,,32.0,,,,1,27,76,179,762,0
1366,2024-01-26 22:00:00,23.3,,33.0,,,,1,27,77,172,762,0
1367,2024-01-26 23:00:00,16.9,,36.0,,,,1,27,77,184,762,0
1368,2024-01-27 00:00:00,22.9,,35.0,,,,1,27,77,157,762,0
1369,2024-01-27 01:00:00,19.5,,33.0,,,,1,27,78,156,762,0
1370,2024-01-27 02:00:00,14.9,,34.0,,,,1,27,77,127,761,0
1371,2024-01-27 03:00:00,17.8,,34.0,,,,1,26,78,124,760,0
1372,2024-01-27 04:00:00,15.1,,32.0,,,,1,26,79,111,760,0
1373,2024-01-27 05:00:00,19.1,,28.0,,,,1,26,80,107,761,0
1374,2024-01-27 06:00:00,20.3,,27.0,,,,1,26,80,113,761,0
1375,2024-01-27 07:00:00,18.5,,31.0,,,,0,27,77,123,761,0
1376,2024-01-27 08:00:00,14.4,,28.0,,,,1,28,68,150,762,0
1377,2024-01-27 09:00:00,14.5,,26.0,,,,1,29,63,201,762,0
1378,2024-01-27 10:00:00,18.8,,12.0,,,,0,29,65,190,762,0
1379,2024-01-27 11:00:00,13.8,,,,,,1,31,56,233,762,0
1380,2024-01-27 12:00:00,14.0,,31.0,,,,1,31,59,191,761,0
1381,2024-01-27 13:00:00,18.4,,30.0,,,,0,31,58,159,761,0
1382,2024-01-27 14:00:00,21.1,,30.0,,,,0,30,63,173,760,0
1383,2024-01-27 15:00:00,20.2,,30.0,,,,1,30,65,176,760,0
1384,2024-01-27 16:00:00,16.1,,30.0,,,,1,29,65,192,759,0
1385,2024-01-27 17:00:00,14.3,,37.0,,,,1,28,72,207,760,2
1386,2024-01-27 18:00:00,15.5,,36.0,,,,1,27,74,227,760,0
1387,2024-01-27 19:00:00,12.1,,30.0,,,,1,27,75,201,761,0
1388,2024-01-27 20:00:00,13.3,,30.0,,,,1,27,77,182,761,0
1389,2024-01-27 21:00:00,16.7,,29.0,,,,1,27,76,173,762,0
1390,2024-01-27 22:00:00,17.0,,31.0,,,,1,27,75,172,762,0
1391,2024-01-27 23:00:00,13.1,,32.0,,,,1,27,76,122,762,0
1392,2024-01-28 00:00:00,11.8,,31.0,,,,1,26,78,108,762,0
1393,2024-01-28 01:00:00,14.4,,32.0,,,,1,26,78,110,761,0
1394,2024-01-28 02:00:00,24.2,,33.0,,,,1,26,78,102,761,0
1395,2024-01-28 03:00:00,21.0,,34.0,,,,1,26,78,111,760,0
1396,2024-01-28 04:00:00,18.0,,35.0,,,,0,26,78,141,760,0
1397,2024-01-28 05:00:00,13.6,,33.0,,,,1,26,78,134,761,0
1398,2024-01-28 06:00:00,17.6,,31.0,,,,1,26,76,119,761,0
1399,2024-01-28 07:00:00,12.2,,33.0,,,,1,26,74,104,761,0
1400,2024-01-28 08:00:00,13.9,,32.0,,,,1,28,70,106,762,0
1401,2024-01-28 09:00:00,22.1,,34.0,,,,0,29,66,192,762,0
1402,2024-01-28 10:00:00,17.3,,35.0,,,,1,29,64,191,762,0
1403,2024-01-28 11:00:00,13.8,,35.0,,,,0,30,60,232,762,0
1404,2024-01-28 12:00:00,12.4,,,,,,1,31,57,199,761,0
1405,2024-01-28 13:00:00,18.5,,33.0,,,,1,31,57,210,761,0
1406,2024-01-28 14:00:00,14.6,,32.0,,,,1,31,58,210,760,0
1407,2024-01-28 15:00:00,13.1,,31.0,,,,1,31,57,165,759,0
1408,2024-01-28 16:00:00,18.8,,33.0,,,,1,30,60,198,759,0
1409,2024-01-28 17:00:00,18.9,,33.0,,,,0,29,66,205,760,0
1410,2024-01-28 18:00:00,20.8,,33.0,,,,1,28,70,219,760,0
1411,2024-01-28 19:00:00,20.9,,32.0,,,,1,27,73,188,761,0
1412,2024-01-28 20:00:00,21.6,,32.0,,,,1,27,74,155,761,0
1413,2024-01-28 21:00:00,18.3,,33.0,,,,1,27,75,170,762,0
1414,2024-01-28 22:00:00,21.6,,33.0,,,,1,27,74,145,762,0
1415,2024-01-28 23:00:00,14.2,,33.0,,,,1,27,74,120,762,0
1416,2024-01-29 00:00:00,10.8,,33.0,,,,1,27,75,114,761,0
1417,2024-01-29 01:00:00,12.1,,31.0,,,,1,26,77,109,761,0
1418,2024-01-29 02:00:00,21.6,,31.0,,,,1,26,77,106,760,0
1419,2024-01-29 03:00:00,20.0,,32.0,,,,1,26,77,107,760,0
1420,2024-01-29 04:00:00,19.7,,33.0,,,,1,26,77,119,760,0
1421,2024-01-29 05:00:00,15.6,,33.0,,,,1,25,83,131,761,1
1422,2024-01-29 06:00:00,16.2,,31.0,,,,1,25,87,113,761,1
1423,2024-01-29 07:00:00,10.5,,30.0,,,,1,26,82,128,762,0
1424,2024-01-29 08:00:00,15.8,,29.0,,,,1,27,77,116,762,0
1425,2024-01-29 09:00:00,12.1,,33.0,,,,1,28,72,193,762,0
1426,2024-01-29 10:00:00,14.7,,34.0,,,,1,30,65,218,762,0
1427,2024-01-29 11:00:00,16.2,,33.0,,,,0,30,61,227,762,0
1428,2024-01-29 12:00:00,16.9,,34.0,,,,1,31,59,202,761,0
1429,2024-01-29 13:00:00,15.6,,,,,,0,31,56,205,760,0
1430,2024-01-29 14:00:00,19.6,,7.0,,,,1,31,55,202,760,0
1431,2024-01-29 15:00:00,21.4,,23.0,,,,1,31,57,194,759,0
1432,2024-01-29 16:00:00,16.1,,2.0,,,,1,30,58,188,759,0
1433,2024-01-29 17:00:00,25.1,,0.0,,,,1,29,61,142,759,0
1434,2024-01-29 18:00:00,20.1,,3.0,,,,1,28,70,152,759,0
1435,2024-01-29 19:00:00,18.0,,4.0,,,,1,27,73,202,760,0
1436,2024-01-29 20:00:00,20.3,,11.0,,,,1,27,73,149,761,0
1437,2024-01-29 21:00:00,23.5,,13.0,,,,1,27,73,134,761,0
1438,2024-01-29 22:00:00,17.9,,15.0,,,,1,27,74,123,762,0
1439,2024-01-29 23:00:00,10.5,,32.0,,,,1,27,79,127,762,1
1440,2024-01-30 00:00:00,12.2,,33.0,,,,1,26,82,172,762,0
1441,2024-01-30 01:00:00,11.8,,17.0,,,,1,26,80,175,761,0
1442,2024-01-30 02:00:00,18.0,,1.0,,,,1,25,85,134,761,4
1443,2024-01-30 03:00:00,9.6,,11.0,,,,1,25,82,167,760,0
1444,2024-01-30 04:00:00,12.5,,8.0,,,,1,26,81,103,760,0
1445,2024-01-30 05:00:00,12.5,,0.0,,,,1,26,82,108,761,0
1446,2024-01-30 06:00:00,10.4,,1.0,,,,1,26,83,121,761,0
1447,2024-01-30 07:00:00,18.7,,13.0,,,,1,26,81,125,761,0
1448,2024-01-30 08:00:00,17.5,,0.0,,,,1,28,74,120,762,0
1449,2024-01-30 09:00:00,17.2,,3.0,,,,1,29,67,167,762,0
1450,2024-01-30 10:00:00,12.7,,20.0,,,,0,30,60,148,762,0
1451,2024-01-30 11:00:00,14.9,,30.0,,,,0,31,56,193,761,0
1452,2024-01-30 12:00:00,15.3,,31.0,,,,1,32,52,198,761,0
1453,2024-01-30 13:00:00,18.9,,19.0,,,,1,32,52,166,760,0
1454,2024-01-30 14:00:00,15.8,,,,,,1,32,50,188,759,0
1455,2024-01-30 15:00:00,17.4,,14.0,,,,1,32,52,184,759,0
1456,2024-01-30 16:00:00,16.3,,0.0,,,,1,31,55,139,759,0
1457,2024-01-30 17:00:00,21.5,,1.0,,,,1,29,61,130,759,0
1458,2024-01-30 18:00:00,16.4,,6.0,,,,1,28,67,131,760,0
1459,2024-01-30 19:00:00,24.0,,2.0,,,,1,28,71,120,760,0
1460,2024-01-30 20:00:00,21.0,,4.0,,,,1,27,72,120,761,0
1461,2024-01-30 21:00:00,22.1,,14.0,,,,1,27,73,121,761,0
1462,2024-01-30 22:00:00,14.7,,26.0,,,,1,27,75,117,762,0
1463,2024-01-30 23:00:00,14.3,,28.0,,,,1,27,76,118,762,0
1464,2024-01-31 00:00:00,18.0,,25.0,,,,0,26,78,113,761,0
1465,2024-01-31 01:00:00,18.7,,6.0,,,,0,26,79,107,761,0
1466,2024-01-31 02:00:00,23.7,,17.0,,,,1,26,78,108,760,0
1467,2024-01-31 03:00:00,17.1,,1.0,,,,1,26,79,114,760,0
1468,2024-01-31 04:00:00,14.8,,9.0,,,,1,26,82,112,760,0
1469,2024-01-31 05:00:00,19.8,,0.0,,,,0,26,85,108,760,0
1470,2024-01-31 06:00:00,15.8,,1.0,,,,0,25,88,107,761,0
1471,2024-01-31 07:00:00,21.7,,2.0,,,,0,26,86,108,761,0
1472,2024-01-31 08:00:00,21.2,,1.0,,,,1,28,75,110,761,0
1473,2024-01-31 09:00:00,16.1,,1.0,,,,1,29,68,127,762,0
1474,2024-01-31 10:00:00,15.0,,0.0,,,,1,30,59,164,762,0
1475,2024-01-31 11:00:00,13.3,,2.0,,,,1,31,58,164,761,0
1476,2024-01-31 12:00:00,14.0,,14.0,,,,1,31,55,189,761,0
1477,2024-01-31 13:00:00,17.4,,0.0,,,,1,31,54,184,760,0
1478,2024-01-31 14:00:00,16.3,,16.0,,,,1,31,54,161,759,0
1479,2024-01-31 15:00:00,12.9,,,,,,1,31,54,180,759,0
1480,2024-01-31 16:00:00,8.2,,26.0,,,,1,31,56,153,759,0
1481,2024-01-31 17:00:00,12.6,,3.0,,,,1,29,65,153,759,0
1482,2024-01-31 18:00:00,14.5,,18.0,,,,1,28,71,150,759,0
1483,2024-01-31 19:00:00,14.7,,6.0,,,,1,28,75,117,760,0
1484,2024-01-31 20:00:00,20.0,,14.0,,,,1,27,76,119,760,0
1485,2024-01-31 21:00:00,18.7,,17.0,,,,1,27,77,118,761,0
1486,2024-01-31 22:00:00,16.7,,0.0,,,,1,27,81,108,761,0
1487,2024-01-31 23:00:00,24.3,,0.0,,,,1,26,81,111,761,0
1488,2024-02-01 00:00:00,19.6,,1.0,,,,0,26,82,110,761,0
1489,2024-02-01 01:00:00,19.2,,12.0,,,,0,26,85,108,761,0
1490,2024-02-01 02:00:00,19.0,,9.0,,,,0,26,86,106,760,0
1491,2024-02-01 03:00:00,17.8,,1.0,,,,0,25,88,111,760,0
1492,2024-02-01 04:00:00,13.8,,0.0,,,,0,25,89,116,760,0
1493,2024-02-01 05:00:00,19.7,,0.0,,,,0,25,89,114,760,0
1494,2024-02-01 06:00:00,18.0,,0.0,,,,0,25,89,105,761,0
1495,2024-02-01 07:00:00,23.9,,2.0,,,,0,26,85,105,761,0
1496,2024-02-01 08:00:00,29.9,,1.0,,,,1,28,78,111,762,0
1497,2024-02-01 09:00:00,23.5,,2.0,,,,1,29,70,121,762,0
1498,2024-02-01 10:00:00,19.5,,1.0,,,,1,30,61,142,762,0
1499,2024-02-01 11:00:00,17.8,,1.0,,,,1,31,57,171,762,0
1500,2024-02-01 12:00:00,18.9,,1.0,,,,1,32,53,160,761,0
1501,2024-02-01 13:00:00,17.5,,9.0,,,,1,32,52,171,760,0
1502,2024-02-01 14:00:00,17.9,,16.0,,,,1,32,51,164,760,0
1503,2024-02-01 15:00:00,16.7,,5.0,,,,1,31,52,167,760,0
1504,2024-02-01 16:00:00,13.1,,,,,,1,31,54,166,759,0
1505,2024-02-01 17:00:00,17.8,,20.0,,,,1,29,62,135,759,0
1506,2024-02-01 18:00:00,13.0,,18.0,,,,1,28,68,126,759,0
1507,2024-02-01 19:00:00,22.5,,0.0,,,,1,28,73,117,760,0
1508,2024-02-01 20:00:00,21.9,,1.0,,,,1,27,75,113,761,0
1509,2024-02-01 21:00:00,22.3,,10.0,,,,1,27,77,111,761,0
1510,2024-02-01 22:00:00,20.7,,1.0,,,,1,27,80,113,761,0
1511,2024-02-01 23:00:00,25.6,,0.0,,,,1,26,83,109,761,0
1512,2024-02-02 00:00:00,30.9,,0.0,,,,0,26,84,109,760,0
1513,2024-02-02 01:00:00,25.9,,1.0,,,,0,26,86,108,760,0
1514,2024-02-02 02:00:00,27.4,,4.0,,,,0,25,86,107,760,0
1515,2024-02-02 03:00:00,18.4,,0.0,,,,0,25,89,105,759,0
1516,2024-02-02 04:00:00,25.1,,0.0,,,,0,25,89,105,759,0
1517,2024-02-02 05:00:00,29.3,,0.0,,,,0,24,91,103,760,0
1518,2024-02-02 06:00:00,30.1,,0.0,,,,0,24,91,104,760,0
1519,2024-02-02 07:00:00,29.6,,1.0,,,,0,25,90,105,760,0
1520,2024-02-02 08:00:00,32.4,,5.0,,,,0,27,81,109,761,0
1521,2024-02-02 09:00:00,31.8,,0.0,,,,1,29,68,113,761,0
1522,2024-02-02 10:00:00,19.3,,0.0,,,,1,31,59,127,761,0
1523,2024-02-02 11:00:00,15.8,,0.0,,,,1,32,54,169,761,0
1524,2024-02-02 12:00:00,18.4,,1.0,,,,1,32,52,191,760,0
1525,2024-02-02 13:00:00,16.5,,3.0,,,,1,32,52,172,759,0
1526,2024-02-02 14:00:00,15.0,,5.0,,,,1,32,50,141,759,0
1527,2024-02-02 15:00:00,13.6,,1.0,,,,1,32,52,168,758,0
1528,2024-02-02 16:00:00,14.4,,2.0,,,,1,31,57,153,758,0
1529,2024-02-02 17:00:00,10.7,,,,,,1,30,64,158,758,0
1530,2024-02-02 18:00:00,11.9,,15.0,,,,1,29,70,116,759,0
1531,2024-02-02 19:00:00,16.7,,13.0,,,,1,28,74,122,759,0
1532,2024-02-02 20:00:00,16.7,,0.0,,,,1,27,77,116,760,0
1533,2024-02-02 21:00:00,23.6,,7.0,,,,1,27,79,116,760,0
1534,2024-02-02 22:00:00,17.3,,0.0,,,,1,27,80,110,760,0
1535,2024-02-02 23:00:00,19.4,,1.0,,,,0,27,81,110,760,0
1536,2024-02-03 00:00:00,17.2,,0.0,,,,0,26,82,109,760,0
1537,2024-02-03 01:00:00,18.6,,1.0,,,,0,26,84,108,760,0
1538,2024-02-03 02:00:00,22.2,,0.0,,,,0,26,85,107,760,0
1539,2024-02-03 03:00:00,21.9,,9.0,,,,1,26,80,117,759,0
1540,2024-02-03 04:00:00,17.3,,15.0,,,,1,26,79,116,759,0
1541,2024-02-03 05:00:00,16.1,,15.0,,,,1,26,78,114,760,0
1542,2024-02-03 06:00:00,14.6,,2.0,,,,0,25,87,107,760,0
1543,2024-02-03 07:00:00,25.8,,1.0,,,,0,26,87,108,761,0
1544,2024-02-03 08:00:00,33.8,,1.0,,,,1,28,74,111,761,0
1545,2024-02-03 09:00:00,20.5,,1.0,,,,1,29,66,124,762,0
1546,2024-02-03 10:00:00,12.5,,1.0,,,,1,30,61,134,762,0
1547,2024-02-03 11:00:00,18.8,,0.0,,,,1,32,55,138,761,0
1548,2024-02-03 12:00:00,12.9,,1.0,,,,1,32,52,164,760,0
1549,2024-02-03 13:00:00,11.3,,2.0,,,,1,32,51,148,760,0
1550,2024-02-03 14:00:00,12.0,,15.0,,,,1,33,50,149,759,0
1551,2024-02-03 15:00:00,19.2,,3.0,,,,1,32,52,167,758,0
1552,2024-02-03 16:00:00,14.1,,17.0,,,,1,31,57,186,758,0
1553,2024-02-03 17:00:00,11.9,,0.0,,,,1,30,65,188,759,0
1554,2024-02-03 18:00:00,13.1,,,,,,1,28,70,182,759,0
1555,2024-02-03 19:00:00,20.9,,3.0,,,,1,28,72,140,760,0
1556,2024-02-03 20:00:00,20.2,,1.0,,,,1,28,74,119,760,0
1557,2024-02-03 21:00:00,16.8,,4.0,,,,1,27,76,112,761,0
1558,2024-02-03 22:00:00,15.5,,1.0,,,,1,27,77,111,761,0
1559,2024-02-03 23:00:00,10.5,,1.0,,,,0,27,78,107,761,0
1560,2024-02-04 00:00:00,12.7,,0.0,,,,0,27,79,108,761,0
1561,2024-02-04 01:00:00,13.0,,6.0,,,,0,27,80,106,760,0
1562,2024-02-04 02:00:00,9.9,,11.0,,,,0,27,78,100,760,0
1563,2024-02-04 03:00:00,13.2,,0.0,,,,0,26,81,96,760,0
1564,2024-02-04 04:00:00,14.2,,13.0,,,,0,26,84,100,760,0
1565,2024-02-04 05:00:00,15.7,,2.0,,,,0,25,89,107,760,0
1566,2024-02-04 06:00:00,23.3,,2.0,,,,0,25,89,103,761,0
1567,2024-02-04 07:00:00,24.0,,3.0,,,,0,25,87,107,761,0
1568,2024-02-04 08:00:00,29.4,,12.0,,,,1,28,73,110,762,0
1569,2024-02-04 09:00:00,19.3,,1.0,,,,1,30,63,95,762,0
1570,2024-02-04 10:00:00,16.4,,1.0,,,,1,31,58,109,761,0
1571,2024-02-04 11:00:00,17.4,,0.0,,,,1,33,54,121,761,0
1572,2024-02-04 12:00:00,17.2,,0.0,,,,2,33,52,122,760,0
1573,2024-02-04 13:00:00,15.4,,25.0,,,,2,33,54,137,759,0
1574,2024-02-04 14:00:00,17.6,,1.0,,,,3,33,55,140,759,0
1575,2024-02-04 15:00:00,20.5,,2.0,,,,3,32,55,145,758,0
1576,2024-02-04 16:00:00,20.7,,24.0,,,,2,31,57,140,759,0
1577,2024-02-04 17:00:00,25.7,,2.0,,,,2,30,63,138,759,0
1578,2024-02-04 18:00:00,21.7,,28.0,,,,1,29,68,128,760,0
1579,2024-02-04 19:00:00,22.7,,,,,,1,28,72,128,760,0
1580,2024-02-04 20:00:00,26.5,,28.0,,,,1,28,75,112,761,0
1581,2024-02-04 21:00:00,22.9,,0.0,,,,1,27,78,111,761,0
1582,2024-02-04 22:00:00,29.1,,0.0,,,,0,27,78,107,761,0
1583,2024-02-04 23:00:00,27.4,,0.0,,,,0,27,77,108,761,0
1584,2024-02-05 00:00:00,22.2,,7.0,,,,0,27,79,106,761,0
1585,2024-02-05 01:00:00,28.9,,1.0,,,,0,26,84,102,761,0
1586,2024-02-05 02:00:00,36.0,,5.0,,,,0,26,85,99,760,0
1587,2024-02-05 03:00:00,31.0,,9.0,,,,0,25,86,102,760,0
1588,2024-02-05 04:00:00,27.9,,12.0,,,,0,25,88,100,760,0
1589,2024-02-05 05:00:00,31.2,,14.0,,,,0,25,89,102,760,0
1590,2024-02-05 06:00:00,30.2,,14.0,,,,0,25,89,101,760,0
1591,2024-02-05 07:00:00,33.8,,0.0,,,,0,25,89,113,761,0
1592,2024-02-05 08:00:00,39.3,,9.0,,,,1,27,81,106,762,0
1593,2024-02-05 09:00:00,43.4,,0.0,,,,1,29,72,116,762,0
1594,2024-02-05 10:00:00,26.9,,3.0,,,,1,30,62,124,762,0
1595,2024-02-05 11:00:00,25.3,,0.0,,,,2,32,59,124,761,0
1596,2024-02-05 12:00:00,26.8,,1.0,,,,2,33,53,130,760,0
1597,2024-02-05 13:00:00,22.0,,2.0,,,,1,33,49,139,760,0
1598,2024-02-05 14:00:00,21.4,,26.0,,,,1,33,47,159,759,0
1599,2024-02-05 15:00:00,24.6,,26.0,,,,1,33,49,147,759,0
1600,2024-02-05 16:00:00,22.5,,9.0,,,,1,32,53,134,759,0
1601,2024-02-05 17:00:00,25.3,,33.0,,,,1,31,58,149,759,0
1602,2024-02-05 18:00:00,15.0,,25.0,,,,1,29,63,123,759,0
1603,2024-02-05 19:00:00,19.5,,0.0,,,,1,28,71,113,760,0
1604,2024-02-05 20:00:00,17.4,,,,,,1,28,74,109,761,0
1605,2024-02-05 21:00:00,16.3,,6.0,,,,1,28,76,112,761,0
1606,2024-02-05 22:00:00,16.0,,1.0,,,,0,27,78,111,761,0
1607,2024-02-05 23:00:00,17.4,,1.0,,,,1,27,78,114,761,0
1608,2024-02-06 00:00:00,,,8.0,,,,1,27,76,119,761,0
1609,2024-02-06 01:00:00,,,0.0,,,,0,27,77,103,761,0
1610,2024-02-06 02:00:00,19.8,,0.0,,,,0,26,83,101,760,0
1611,2024-02-06 03:00:00,23.1,,0.0,,,,0,26,85,103,760,0
1612,2024-02-06 04:00:00,20.7,,2.0,,,,0,25,87,104,760,0
1613,2024-02-06 05:00:00,24.0,,0.0,,,,0,25,89,106,760,0
1614,2024-02-06 06:00:00,23.4,,1.0,,,,0,25,89,106,761,0
1615,2024-02-06 07:00:00,26.3,,0.0,,,,0,25,89,107,761,0
1616,2024-02-06 08:00:00,31.0,,1.0,,,,1,26,85,111,762,0
1617,2024-02-06 09:00:00,32.9,,10.0,,,,2,28,77,120,762,0
1618,2024-02-06 10:00:00,26.2,,10.0,,,,2,30,68,126,762,0
1619,2024-02-06 11:00:00,20.3,,4.0,,,,2,31,63,126,761,0
1620,2024-02-06 12:00:00,19.5,,5.0,,,,2,32,55,131,761,0
1621,2024-02-06 13:00:00,13.5,,18.0,,,,1,33,50,159,760,0
1622,2024-02-06 14:00:00,12.9,,5.0,,,,1,33,50,173,759,0
1623,2024-02-06 15:00:00,11.1,,12.0,,,,1,33,50,148,758,0
1624,2024-02-06 16:00:00,,,5.0,,,,1,32,53,166,758,0
1625,2024-02-06 17:00:00,,,4.0,,,,2,31,57,128,758,0
1626,2024-02-06 18:00:00,12.5,,3.0,,,,1,30,63,125,759,0
1627,2024-02-06 19:00:00,13.9,,0.0,,,,1,29,71,115,759,0
1628,2024-02-06 20:00:00,20.0,,0.0,,,,1,28,75,113,760,0
1629,2024-02-06 21:00:00,19.3,,,,,,1,28,77,111,760,0
1630,2024-02-06 22:00:00,17.7,,8.0,,,,1,28,79,112,761,0
1631,2024-02-06 23:00:00,18.8,,1.0,,,,0,28,80,107,761,0
1632,2024-02-07 00:00:00,17.1,,2.0,,,,0,28,80,105,760,0
1633,2024-02-07 01:00:00,13.3,,5.0,,,,1,27,83,105,760,0
1634,2024-02-07 02:00:00,18.8,,2.0,,,,0,26,86,103,760,0
1635,2024-02-07 03:00:00,22.5,,6.0,,,,0,26,85,94,759,0
1636,2024-02-07 04:00:00,18.2,,2.0,,,,1,26,86,95,759,0
1637,2024-02-07 05:00:00,27.0,,1.0,,,,0,26,88,101,759,0
1638,2024-02-07 06:00:00,31.5,,0.0,,,,0,25,89,99,760,0
1639,2024-02-07 07:00:00,24.8,,0.0,,,,0,26,85,100,760,0
1640,2024-02-07 08:00:00,28.4,,0.0,,,,1,28,74,119,761,0
1641,2024-02-07 09:00:00,22.3,,11.0,,,,1,30,65,122,761,0
1642,2024-02-07 10:00:00,22.5,,0.0,,,,1,31,57,120,761,0
1643,2024-02-07 11:00:00,20.3,,8.0,,,,2,33,49,136,760,0
1644,2024-02-07 12:00:00,16.9,,11.0,,,,1,33,45,165,759,0
1645,2024-02-07 13:00:00,16.7,,25.0,,,,1,33,45,160,759,0
1646,2024-02-07 14:00:00,14.9,,25.0,,,,1,33,44,137,758,0
1647,2024-02-07 15:00:00,20.5,,21.0,,,,1,33,46,153,758,0
1648,2024-02-07 16:00:00,15.6,,0.0,,,,1,32,48,175,758,0
1649,2024-02-07 17:00:00,18.5,,4.0,,,,2,30,58,134,758,0
1650,2024-02-07 18:00:00,20.0,,7.0,,,,2,29,67,126,758,0
1651,2024-02-07 19:00:00,23.1,,0.0,,,,1,29,71,115,758,0
1652,2024-02-07 20:00:00,20.3,,1.0,,,,1,28,71,109,759,0
1653,2024-02-07 21:00:00,21.1,,0.0,,,,1,28,72,111,760,0
1654,2024-02-07 22:00:00,20.9,,,,,,1,27,75,111,760,0
1655,2024-02-07 23:00:00,20.4,,12.0,,,,0,27,77,110,760,0
1656,2024-02-08 00:00:00,20.8,,1.0,,,,0,27,79,105,759,0
1657,2024-02-08 01:00:00,17.0,,8.0,,,,0,27,81,100,759,0
1658,2024-02-08 02:00:00,16.2,,4.0,,,,1,26,82,95,758,0
1659,2024-02-08 03:00:00,25.8,,4.0,,,,0,26,85,96,758,0
1660,2024-02-08 04:00:00,27.2,,2.0,,,,0,26,85,94,758,0
1661,2024-02-08 05:00:00,31.1,,0.0,,,,0,25,86,100,758,0
1662,2024-02-08 06:00:00,29.7,,1.0,,,,0,25,87,100,759,0
1663,2024-02-08 07:00:00,27.8,,0.0,,,,1,26,87,107,759,0
1664,2024-02-08 08:00:00,37.5,,0.0,,,,1,28,75,102,760,0
1665,2024-02-08 09:00:00,34.1,,1.0,,,,1,30,63,102,760,0
1666,2024-02-08 10:00:00,22.6,,1.0,,,,1,32,55,118,760,0
1667,2024-02-08 11:00:00,18.8,,10.0,,,,2,33,52,123,759,0
1668,2024-02-08 12:00:00,15.3,,19.0,,,,1,34,44,141,759,0
1669,2024-02-08 13:00:00,13.9,,20.0,,,,1,34,46,163,758,0
1670,2024-02-08 14:00:00,11.4,,20.0,,,,1,33,46,152,757,0
1671,2024-02-08 15:00:00,14.8,,4.0,,,,2,33,46,149,757,0
1672,2024-02-08 16:00:00,15.2,,13.0,,,,2,32,52,137,757,0
1673,2024-02-08 17:00:00,14.1,,3.0,,,,2,31,59,141,757,0
1674,2024-02-08 18:00:00,18.2,,7.0,,,,1,29,67,137,758,0
1675,2024-02-08 19:00:00,15.7,,0.0,,,,1,29,72,119,758,0
1676,2024-02-08 20:00:00,16.4,,1.0,,,,1,28,74,114,759,0
1677,2024-02-08 21:00:00,18.1,,0.0,,,,1,28,76,112,759,0
1678,2024-02-08 22:00:00,18.9,,3.0,,,,1,28,77,109,760,0
1679,2024-02-08 23:00:00,24.4,,,,,,1,28,77,107,760,0
1680,2024-02-09 00:00:00,20.9,,10.0,,,,0,27,76,103,760,0
1681,2024-02-09 01:00:00,13.3,,2.0,,,,0,27,81,101,759,0
1682,2024-02-09 02:00:00,18.8,,3.0,,,,0,27,83,104,759,0
1683,2024-02-09 03:00:00,18.1,,6.0,,,,0,27,83,101,758,0
1684,2024-02-09 04:00:00,24.1,,1.0,,,,0,26,84,103,758,0
1685,2024-02-09 05:00:00,28.6,,2.0,,,,0,26,87,105,759,0
1686,2024-02-09 06:00:00,31.8,,0.0,,,,0,26,87,100,759,0
1687,2024-02-09 07:00:00,27.5,,0.0,,,,0,26,83,103,760,0
1688,2024-02-09 08:00:00,31.5,,1.0,,,,1,29,72,115,760,0
1689,2024-02-09 09:00:00,20.7,,5.0,,,,1,30,67,123,761,0
1690,2024-02-09 10:00:00,24.7,,6.0,,,,1,31,63,133,761,0
1691,2024-02-09 11:00:00,28.8,,0.0,,,,1,32,56,136,761,0
1692,2024-02-09 12:00:00,27.4,,3.0,,,,1,33,51,137,760,0
1693,2024-02-09 13:00:00,28.6,,26.0,,,,1,33,50,170,759,0
1694,2024-02-09 14:00:00,28.5,,17.0,,,,1,33,50,200,758,0
1695,2024-02-09 15:00:00,28.4,,11.0,,,,1,33,49,166,758,0
1696,2024-02-09 16:00:00,,,21.0,,,,1,32,53,154,758,0
1697,2024-02-09 17:00:00,23.8,,4.0,,,,1,30,56,175,759,0
1698,2024-02-09 18:00:00,18.1,,21.0,,,,1,29,64,131,759,0
1699,2024-02-09 19:00:00,16.4,,19.0,,,,1,28,66,203,760,0
1700,2024-02-09 20:00:00,19.2,,1.0,,,,1,28,67,172,760,0
