,Unnamed: 0,DATETIMEDATA,PM25,O3,Wind Speed,Temperature,Relative Humidity,Wind Direction,Atmospheric Pressure,RAIN
384,384,2023-12-17 00:00:00,14.1,0.0,1,27.0,79.0,124.0,759.0,0
385,385,2023-12-17 01:00:00,14.3,3.0,1,27.0,80.0,118.0,758.0,0
386,386,2023-12-17 02:00:00,12.6,2.0,1,27.0,81.0,113.0,758.0,0
387,387,2023-12-17 03:00:00,11.7,13.0,1,27.0,82.0,118.0,758.0,0
388,388,2023-12-17 04:00:00,12.7,0.0,1,27.0,82.0,112.0,758.0,0
389,389,2023-12-17 05:00:00,15.4,1.0,1,27.0,83.0,111.0,758.0,0
390,390,2023-12-17 06:00:00,14.1,0.0,1,27.0,85.0,108.0,758.0,0
391,391,2023-12-17 07:00:00,13.8,1.0,1,27.0,86.0,110.0,759.0,0
392,392,2023-12-17 08:00:00,15.7,16.0,1,29.0,77.0,120.0,759.0,0
393,393,2023-12-17 09:00:00,14.2,1.0,1,30.0,67.0,160.0,759.0,0
394,394,2023-12-17 10:00:00,16.1,20.0,1,32.0,61.0,135.0,759.0,0
395,395,2023-12-17 11:00:00,14.1,23.0,1,31.0,61.0,168.0,759.0,0
396,396,2023-12-17 12:00:00,13.2,24.0,1,32.0,55.0,185.0,758.0,0
397,397,2023-12-17 13:00:00,12.4,16.0,1,32.0,56.0,186.0,757.0,0
398,398,2023-12-17 14:00:00,10.4,5.0,1,32.0,58.0,193.0,757.0,0
399,399,2023-12-17 15:00:00,14.3,8.0,1,31.0,61.0,185.0,757.0,0
400,400,2023-12-17 16:00:00,15.8,13.0,1,31.0,64.0,205.0,757.0,0
401,401,2023-12-17 17:00:00,11.8,23.0,1,29.0,69.0,169.0,757.0,0
402,402,2023-12-17 18:00:00,10.7,20.0,1,29.0,71.0,134.0,758.0,0
403,403,2023-12-17 19:00:00,11.6,5.0,1,28.0,73.0,146.0,758.0,0
404,404,2023-12-17 20:00:00,13.5,11.699820251647694,1,28.0,73.0,145.0,759.0,0
405,405,2023-12-17 21:00:00,13.3,0.0,1,28.0,74.0,137.0,759.0,0
406,406,2023-12-17 22:00:00,14.0,3.0,1,28.0,77.0,137.0,759.0,1
407,407,2023-12-17 23:00:00,13.1,0.0,1,27.0,85.0,125.0,759.0,0
408,408,2023-12-18 00:00:00,16.1,0.0,1,27.0,83.0,121.0,759.0,0
409,409,2023-12-18 01:00:00,11.2,2.0,1,27.0,83.0,117.0,758.0,0
410,410,2023-12-18 02:00:00,9.7,8.0,1,27.0,81.0,112.0,758.0,0
411,411,2023-12-18 03:00:00,10.1,9.0,1,27.0,82.0,120.0,758.0,0
412,412,2023-12-18 04:00:00,12.5,1.0,1,27.0,81.0,119.0,758.0,0
413,413,2023-12-18 05:00:00,13.7,0.0,1,27.0,85.0,125.0,758.0,3
414,414,2023-12-18 06:00:00,14.2,1.0,1,27.0,85.0,140.0,759.0,0
415,415,2023-12-18 07:00:00,15.2,4.0,1,28.0,80.0,125.0,759.0,0
416,416,2023-12-18 08:00:00,12.4,2.0,1,29.0,72.0,128.0,760.0,0
417,417,2023-12-18 09:00:00,11.1,17.0,1,30.0,65.0,148.0,760.0,0
418,418,2023-12-18 10:00:00,14.4,2.0,1,31.0,60.0,153.0,760.0,0
419,419,2023-12-18 11:00:00,12.1,19.0,1,32.0,58.0,196.0,760.0,0
420,420,2023-12-18 12:00:00,11.1,8.0,0,32.0,55.0,158.0,759.0,0
421,421,2023-12-18 13:00:00,10.1,14.0,1,32.0,57.0,164.0,758.0,0
422,422,2023-12-18 14:00:00,11.8,18.0,1,31.0,59.0,162.0,758.0,0
423,423,2023-12-18 15:00:00,16.6,6.0,1,31.0,60.0,153.0,757.0,0
424,424,2023-12-18 16:00:00,18.4,4.0,1,30.0,64.0,187.0,757.0,0
425,425,2023-12-18 17:00:00,14.2,2.0,1,29.0,69.0,145.0,758.0,0
426,426,2023-12-18 18:00:00,16.1,0.0,1,29.0,72.0,167.0,758.0,0
427,427,2023-12-18 19:00:00,13.4,12.0,1,28.0,74.0,172.0,759.0,0
428,428,2023-12-18 20:00:00,15.3,7.0,1,28.0,74.0,140.0,759.0,0
429,429,2023-12-18 21:00:00,14.5,11.699820251647694,1,28.0,75.0,135.0,760.0,0
430,430,2023-12-18 22:00:00,15.5,4.0,1,28.0,75.0,141.0,760.0,0
431,431,2023-12-18 23:00:00,14.7,0.0,1,28.0,76.0,130.0,759.0,0
432,432,2023-12-19 00:00:00,12.9,2.0,1,28.0,78.0,112.0,759.0,0
433,433,2023-12-19 01:00:00,13.2,10.0,1,27.0,81.0,107.0,759.0,0
434,434,2023-12-19 02:00:00,16.4,3.0,1,26.0,86.0,102.0,758.0,0
435,435,2023-12-19 03:00:00,19.1,2.0,0,26.0,90.0,106.0,758.0,1
436,436,2023-12-19 04:00:00,18.6,0.0,1,26.0,89.0,114.0,758.0,1
437,437,2023-12-19 05:00:00,13.2,3.0,1,26.0,88.0,125.0,758.0,0
438,438,2023-12-19 06:00:00,14.9,0.0,1,26.0,92.0,109.0,759.0,0
439,439,2023-12-19 07:00:00,11.5,9.0,1,26.0,90.0,111.0,759.0,0
440,440,2023-12-19 08:00:00,16.8,3.0,1,28.0,77.0,153.0,760.0,0
441,441,2023-12-19 09:00:00,9.4,0.0,1,30.0,72.0,171.0,760.0,0
442,442,2023-12-19 10:00:00,18.4,4.0,1,31.0,67.0,205.0,760.0,0
443,443,2023-12-19 11:00:00,13.0,5.0,1,32.0,60.0,240.0,759.0,0
444,444,2023-12-19 12:00:00,15.7,9.0,1,32.0,58.0,174.0,759.0,0
445,445,2023-12-19 13:00:00,14.8,1.0,1,32.0,59.0,195.0,758.0,0
446,446,2023-12-19 14:00:00,16.0,31.0,1,31.0,62.0,155.0,758.0,0
447,447,2023-12-19 15:00:00,15.0,7.0,2,29.0,72.0,150.0,757.0,0
448,448,2023-12-19 16:00:00,13.6,1.0,2,28.0,79.0,130.0,758.0,0
449,449,2023-12-19 17:00:00,14.5,1.0,2,28.0,81.0,123.0,758.0,0
450,450,2023-12-19 18:00:00,17.8,2.0,1,27.0,84.0,111.0,758.0,0
451,451,2023-12-19 19:00:00,16.5,5.0,2,27.0,84.0,119.0,759.0,0
452,452,2023-12-19 20:00:00,14.3,14.0,1,26.0,90.0,116.0,760.0,0
453,453,2023-12-19 21:00:00,14.3,8.0,1,26.0,91.0,114.0,760.0,2
454,454,2023-12-19 22:00:00,12.5,11.699820251647694,1,26.0,93.0,108.0,760.0,0
455,455,2023-12-19 23:00:00,13.7,0.0,0,26.0,94.0,97.0,760.0,0
456,456,2023-12-20 00:00:00,13.0,0.0,1,26.0,94.0,96.0,759.0,1
457,457,2023-12-20 01:00:00,11.8,1.0,1,26.0,95.0,105.0,759.0,0
458,458,2023-12-20 02:00:00,12.5,9.0,0,25.0,96.0,107.0,758.0,0
459,459,2023-12-20 03:00:00,14.3,0.0,1,25.0,96.0,107.0,758.0,0
460,460,2023-12-20 04:00:00,20.7,0.0,1,25.0,97.0,109.0,758.0,0
461,461,2023-12-20 05:00:00,16.9,0.0,0,25.0,97.0,109.0,758.0,0
462,462,2023-12-20 06:00:00,16.5,0.0,0,25.0,97.0,106.0,758.0,0
463,463,2023-12-20 07:00:00,13.6,1.0,0,25.0,96.0,106.0,759.0,0
464,464,2023-12-20 08:00:00,15.2,1.0,1,26.0,93.0,108.0,760.0,0
465,465,2023-12-20 09:00:00,19.3,8.0,1,26.0,95.0,104.0,760.0,17
466,466,2023-12-20 10:00:00,23.2,0.0,1,26.0,97.0,109.0,760.0,1
467,467,2023-12-20 11:00:00,15.1,0.0,2,27.0,91.0,116.0,759.0,0
468,468,2023-12-20 12:00:00,12.9,1.0,2,28.0,85.0,117.0,759.0,0
469,469,2023-12-20 13:00:00,12.8,19.0,2,29.0,77.0,124.0,758.0,0
470,470,2023-12-20 14:00:00,10.4,11.699820251647694,1,30.0,68.0,153.0,757.0,0
471,471,2023-12-20 15:00:00,14.6,27.0,1,27.0,83.0,195.0,757.0,0
472,472,2023-12-20 16:00:00,12.4,0.0,1,27.0,87.0,114.0,757.0,0
473,473,2023-12-20 17:00:00,17.0,1.0,2,27.0,85.0,116.0,757.0,0
474,474,2023-12-20 18:00:00,14.6,1.0,1,27.0,89.0,116.0,758.0,0
475,475,2023-12-20 19:00:00,11.9,13.0,1,26.0,92.0,111.0,758.0,0
476,476,2023-12-20 20:00:00,12.5,1.0,1,26.0,94.0,108.0,759.0,0
477,477,2023-12-20 21:00:00,19.0,0.0,1,25.0,95.0,108.0,759.0,0
478,478,2023-12-20 22:00:00,18.0,0.0,0,25.0,96.0,106.0,759.0,0
479,479,2023-12-20 23:00:00,19.7,11.699820251647694,0,25.0,96.0,107.0,759.0,0
480,480,2023-12-21 00:00:00,25.1,2.0,0,25.0,97.0,108.0,759.0,0
481,481,2023-12-21 01:00:00,15.4,11.699820251647694,0,25.0,97.0,110.0,758.0,0
482,482,2023-12-21 02:00:00,12.1,1.0,0,25.0,97.0,110.0,758.0,0
483,483,2023-12-21 03:00:00,12.5,1.0,0,25.0,96.0,111.0,758.0,0
484,484,2023-12-21 04:00:00,14.7,1.0,0,25.0,94.0,101.0,758.0,0
485,485,2023-12-21 05:00:00,14.7,0.0,0,25.0,92.0,111.0,758.0,0
486,486,2023-12-21 06:00:00,15.5,2.0,0,25.0,94.0,108.0,758.0,0
487,487,2023-12-21 07:00:00,16.5,5.0,1,26.0,93.0,114.0,759.0,1
488,488,2023-12-21 08:00:00,18.7,23.0,2,28.0,83.0,114.0,759.0,0
489,489,2023-12-21 09:00:00,16.0,2.0,2,29.0,80.0,120.0,760.0,0
490,490,2023-12-21 10:00:00,18.1,0.0,1,27.0,88.0,136.0,760.0,10
491,491,2023-12-21 11:00:00,19.1,0.0,1,25.0,95.0,125.0,760.0,5
492,492,2023-12-21 12:00:00,14.7,1.0,1,27.0,85.0,114.0,759.0,0
493,493,2023-12-21 13:00:00,13.8,4.0,1,29.0,80.0,116.0,758.0,0
494,494,2023-12-21 14:00:00,11.1,17.0,1,30.0,71.0,136.0,758.0,0
495,495,2023-12-21 15:00:00,12.9,11.699820251647694,2,31.0,65.0,131.0,757.0,0
496,496,2023-12-21 16:00:00,11.4,26.0,2,30.0,66.0,133.0,757.0,0
497,497,2023-12-21 17:00:00,15.4,5.0,2,29.0,67.0,129.0,757.0,0
498,498,2023-12-21 18:00:00,14.8,6.0,1,28.0,74.0,120.0,758.0,0
499,499,2023-12-21 19:00:00,13.3,20.0,1,28.0,79.0,115.0,759.0,0
500,500,2023-12-21 20:00:00,15.7,18.0,1,27.0,82.0,116.0,759.0,0
501,501,2023-12-21 21:00:00,16.9,7.0,2,27.0,79.0,123.0,760.0,0
502,502,2023-12-21 22:00:00,17.0,3.0,1,27.0,80.0,120.0,760.0,0
503,503,2023-12-21 23:00:00,15.6,1.0,1,27.0,77.0,118.0,760.0,0
504,504,2023-12-22 00:00:00,14.3,11.699820251647694,1,27.0,77.0,114.0,760.0,0
505,505,2023-12-22 01:00:00,11.7,5.0,0,26.0,84.0,108.0,759.0,0
506,506,2023-12-22 02:00:00,11.3,8.0,0,26.0,86.0,106.0,758.0,0
507,507,2023-12-22 03:00:00,13.7,11.0,0,26.0,87.0,107.0,758.0,0
508,508,2023-12-22 04:00:00,14.9,0.0,0,25.0,89.0,106.0,758.0,0
509,509,2023-12-22 05:00:00,19.1,1.0,0,25.0,92.0,105.0,759.0,0
510,510,2023-12-22 06:00:00,17.8,0.0,0,25.0,93.0,107.0,759.0,0
511,511,2023-12-22 07:00:00,20.5,1.0,1,26.0,89.0,112.0,760.0,0
512,512,2023-12-22 08:00:00,20.3,21.0,2,28.0,79.0,127.0,760.0,0
513,513,2023-12-22 09:00:00,14.6,27.0,1,28.0,79.0,159.0,760.0,0
514,514,2023-12-22 10:00:00,15.8,2.0,1,29.0,71.0,197.0,760.0,0
515,515,2023-12-22 11:00:00,16.6,0.0,1,30.0,65.0,222.0,760.0,0
516,516,2023-12-22 12:00:00,13.4,2.0,2,30.0,61.0,234.0,759.0,0
517,517,2023-12-22 13:00:00,11.9,34.0,2,30.0,62.0,238.0,758.0,0
518,518,2023-12-22 14:00:00,12.8,41.0,2,30.0,65.0,231.0,758.0,0
519,519,2023-12-22 15:00:00,14.9,42.0,2,30.0,64.0,238.0,758.0,0
520,520,2023-12-22 16:00:00,15.0,1.0,2,29.0,66.0,238.0,758.0,0
521,521,2023-12-22 17:00:00,14.8,2.0,1,28.0,70.0,230.0,758.0,0
522,522,2023-12-22 18:00:00,15.7,0.0,1,28.0,72.0,183.0,759.0,0
523,523,2023-12-22 19:00:00,12.9,22.0,1,28.0,73.0,159.0,759.0,0
524,524,2023-12-22 20:00:00,13.9,3.0,1,28.0,74.0,136.0,760.0,0
525,525,2023-12-22 21:00:00,17.3,36.0,1,28.0,74.0,128.0,760.0,0
526,526,2023-12-22 22:00:00,15.3,0.0,1,28.0,73.0,132.0,761.0,0
527,527,2023-12-22 23:00:00,11.9,1.0,1,27.0,76.0,127.0,760.0,0
528,528,2023-12-23 00:00:00,13.9,1.0,2,27.0,76.0,125.0,760.0,0
529,529,2023-12-23 01:00:00,10.7,11.699820251647694,2,27.0,74.0,135.0,759.0,0
530,530,2023-12-23 02:00:00,9.7,33.0,2,27.0,72.0,135.0,759.0,0
531,531,2023-12-23 03:00:00,12.1,1.0,2,27.0,75.0,135.0,758.0,0
532,532,2023-12-23 04:00:00,14.1,0.0,2,27.0,75.0,131.0,759.0,0
533,533,2023-12-23 05:00:00,15.2,1.0,2,27.0,78.0,128.0,759.0,0
534,534,2023-12-23 06:00:00,14.3,1.0,2,27.0,81.0,124.0,759.0,1
535,535,2023-12-23 07:00:00,16.2,4.0,1,26.0,86.0,139.0,760.0,1
536,536,2023-12-23 08:00:00,12.2,5.0,2,26.0,88.0,128.0,760.0,0
537,537,2023-12-23 09:00:00,14.2,8.0,1,27.0,80.0,127.0,761.0,0
538,538,2023-12-23 10:00:00,17.6,1.0,1,28.0,70.0,140.0,760.0,0
539,539,2023-12-23 11:00:00,16.0,0.0,1,29.0,65.0,184.0,760.0,1
540,540,2023-12-23 12:00:00,15.4,1.0,2,27.0,88.0,142.0,759.0,3
541,541,2023-12-23 13:00:00,22.7,4.0,2,27.0,82.0,139.0,759.0,0
542,542,2023-12-23 14:00:00,21.9,21.0,2,27.0,80.0,140.0,758.0,0
543,543,2023-12-23 15:00:00,16.0,0.0,2,27.0,78.0,129.0,758.0,0
544,544,2023-12-23 16:00:00,19.7,1.0,2,26.0,88.0,131.0,759.0,3
545,545,2023-12-23 17:00:00,15.0,0.0,2,25.0,92.0,128.0,759.0,0
546,546,2023-12-23 18:00:00,19.7,1.0,2,25.0,90.0,125.0,759.0,1
547,547,2023-12-23 19:00:00,13.3,22.0,2,26.0,86.0,129.0,760.0,1
548,548,2023-12-23 20:00:00,12.1,0.0,1,26.0,82.0,148.0,760.0,0
549,549,2023-12-23 21:00:00,13.5,4.0,2,26.0,84.0,132.0,761.0,0
550,550,2023-12-23 22:00:00,12.8,1.0,1,26.0,82.0,215.0,761.0,0
551,551,2023-12-23 23:00:00,11.6,1.0,1,26.0,89.0,133.0,761.0,0
552,552,2023-12-24 00:00:00,12.6,2.0,1,26.0,90.0,133.0,760.0,0
553,553,2023-12-24 01:00:00,14.1,15.0,1,26.0,91.0,133.0,760.0,2
554,554,2023-12-24 02:00:00,15.3,11.699820251647694,0,26.0,90.0,143.0,759.0,2
555,555,2023-12-24 03:00:00,12.5,8.0,1,25.0,95.0,147.0,759.0,3
556,556,2023-12-24 04:00:00,12.9,0.0,1,26.0,89.0,134.0,759.0,0
557,557,2023-12-24 05:00:00,16.8,1.0,1,26.0,90.0,140.0,759.0,2
558,558,2023-12-24 06:00:00,14.1,1.0,1,25.0,92.0,175.0,760.0,5
559,559,2023-12-24 07:00:00,12.4,11.0,2,25.0,96.0,142.0,760.0,6
560,560,2023-12-24 08:00:00,12.3,0.0,1,26.0,89.0,143.0,761.0,1
561,561,2023-12-24 09:00:00,14.1,20.0,1,26.0,82.0,164.0,761.0,0
562,562,2023-12-24 10:00:00,18.4,1.0,1,27.0,80.0,197.0,761.0,5
563,563,2023-12-24 11:00:00,19.4,1.0,1,26.0,88.0,221.0,761.0,0
564,564,2023-12-24 12:00:00,16.3,0.0,1,27.0,84.0,161.0,760.0,0
565,565,2023-12-24 13:00:00,13.7,5.0,1,27.0,80.0,182.0,759.0,0
566,566,2023-12-24 14:00:00,12.2,26.0,1,27.0,82.0,150.0,758.0,1
567,567,2023-12-24 15:00:00,11.3,24.0,1,27.0,85.0,209.0,758.0,2
568,568,2023-12-24 16:00:00,17.0,1.0,2,27.0,82.0,232.0,758.0,0
569,569,2023-12-24 17:00:00,16.3,1.0,1,26.0,89.0,176.0,758.0,5
570,570,2023-12-24 18:00:00,13.4,1.0,2,27.0,86.0,233.0,759.0,0
571,571,2023-12-24 19:00:00,11.1,32.0,1,27.0,84.0,203.0,759.0,0
572,572,2023-12-24 20:00:00,11.1,0.0,2,27.0,83.0,243.0,760.0,1
573,573,2023-12-24 21:00:00,16.8,6.0,2,27.0,84.0,244.0,760.0,0
574,574,2023-12-24 22:00:00,15.6,1.0,2,25.0,96.0,245.0,761.0,19
575,575,2023-12-24 23:00:00,11.5,1.0,3,25.0,95.0,243.0,760.0,7
576,576,2023-12-25 00:00:00,10.1,11.699820251647694,3,26.0,94.0,242.0,760.0,4
577,577,2023-12-25 01:00:00,7.5,11.699820251647694,2,26.0,88.0,240.0,760.0,1
578,578,2023-12-25 02:00:00,12.6,11.699820251647694,1,26.0,86.0,210.0,759.0,1
579,579,2023-12-25 03:00:00,11.8,11.699820251647694,1,26.0,87.0,217.0,759.0,1
580,580,2023-12-25 04:00:00,12.0,11.699820251647694,2,26.0,86.0,230.0,759.0,1
581,581,2023-12-25 05:00:00,11.1,11.699820251647694,1,26.0,86.0,214.0,759.0,0
582,582,2023-12-25 06:00:00,9.2,11.699820251647694,2,26.0,87.0,241.0,759.0,3
583,583,2023-12-25 07:00:00,12.7,11.699820251647694,1,26.0,90.0,223.0,760.0,4
584,584,2023-12-25 08:00:00,8.3,11.699820251647694,1,26.0,88.0,207.0,761.0,1
585,585,2023-12-25 09:00:00,9.8,11.699820251647694,1,26.0,86.0,215.0,761.0,1
586,586,2023-12-25 10:00:00,12.7,11.699820251647694,1,26.0,92.0,141.0,762.0,20
587,587,2023-12-25 11:00:00,14.0,11.699820251647694,1,25.0,99.0,168.0,762.0,16
588,588,2023-12-25 12:00:00,9.0,11.699820251647694,1,25.0,94.0,135.0,761.0,6
589,589,2023-12-25 13:00:00,10.1,11.699820251647694,1,26.0,91.0,216.0,760.0,1
590,590,2023-12-25 14:00:00,10.3,11.699820251647694,1,26.0,87.0,209.0,760.0,0
591,591,2023-12-25 15:00:00,13.4,11.699820251647694,1,27.0,84.0,204.0,759.0,0
592,592,2023-12-25 16:00:00,14.0,11.699820251647694,1,27.0,80.0,214.0,759.0,0
593,593,2023-12-25 17:00:00,16.2,31.0,1,27.0,77.0,177.0,759.0,0
594,594,2023-12-25 18:00:00,14.1,21.0,1,27.0,75.0,201.0,760.0,0
595,595,2023-12-25 19:00:00,13.3,31.0,1,27.0,77.0,180.0,760.0,0
596,596,2023-12-25 20:00:00,13.3,36.0,1,27.0,77.0,127.0,761.0,0
597,597,2023-12-25 21:00:00,14.9,26.0,1,27.0,76.0,126.0,761.0,0
598,598,2023-12-25 22:00:00,16.3,18.0,1,27.0,76.0,122.0,761.0,0
599,599,2023-12-25 23:00:00,13.1,18.0,1,27.0,74.0,130.0,761.0,0
600,600,2023-12-26 00:00:00,11.3,18.0,1,27.0,74.0,148.0,761.0,0
601,601,2023-12-26 01:00:00,12.0,19.0,1,27.0,76.0,132.0,760.0,0
602,602,2023-12-26 02:00:00,13.2,28.0,1,26.0,85.0,133.0,760.0,1
603,603,2023-12-26 03:00:00,11.2,14.0,1,25.0,88.0,184.0,760.0,1
604,604,2023-12-26 04:00:00,10.9,11.699820251647694,1,25.0,88.0,126.0,760.0,0
605,605,2023-12-26 05:00:00,12.4,25.0,1,25.0,94.0,117.0,760.0,3
606,606,2023-12-26 06:00:00,9.7,23.0,0,25.0,96.0,112.0,760.0,0
607,607,2023-12-26 07:00:00,10.8,25.0,0,25.0,97.0,107.0,761.0,0
608,608,2023-12-26 08:00:00,17.7,22.0,1,25.0,96.0,96.0,762.0,0
609,609,2023-12-26 09:00:00,20.1,25.0,0,25.0,96.0,103.0,762.0,0
610,610,2023-12-26 10:00:00,24.1,32.0,0,25.0,95.0,124.0,762.0,3
611,611,2023-12-26 11:00:00,23.6,35.0,2,26.0,88.0,126.0,762.0,0
612,612,2023-12-26 12:00:00,21.2,32.0,1,28.0,77.0,134.0,761.0,0
613,613,2023-12-26 13:00:00,18.1,39.0,1,28.0,71.0,216.0,760.0,0
614,614,2023-12-26 14:00:00,16.5,42.0,1,29.0,69.0,215.0,760.0,0
615,615,2023-12-26 15:00:00,17.5,41.0,1,28.0,71.0,184.0,760.0,0
616,616,2023-12-26 16:00:00,20.0,34.0,1,28.0,74.0,130.0,760.0,0
617,617,2023-12-26 17:00:00,23.4,34.0,1,27.0,77.0,126.0,760.0,0
618,618,2023-12-26 18:00:00,20.7,31.0,1,26.0,84.0,122.0,761.0,0
619,619,2023-12-26 19:00:00,19.8,31.0,2,26.0,84.0,122.0,761.0,0
620,620,2023-12-26 20:00:00,21.6,34.0,2,27.0,80.0,127.0,762.0,0
621,621,2023-12-26 21:00:00,20.6,38.0,1,27.0,79.0,118.0,762.0,0
622,622,2023-12-26 22:00:00,19.7,36.0,1,27.0,80.0,117.0,762.0,0
623,623,2023-12-26 23:00:00,17.0,37.0,1,27.0,72.0,156.0,762.0,0
624,624,2023-12-27 00:00:00,15.1,36.0,1,27.0,72.0,138.0,762.0,0
625,625,2023-12-27 01:00:00,14.5,43.0,1,27.0,75.0,119.0,761.0,0
626,626,2023-12-27 02:00:00,13.6,44.0,1,27.0,76.0,129.0,761.0,0
627,627,2023-12-27 03:00:00,16.6,42.0,1,27.0,77.0,114.0,760.0,0
628,628,2023-12-27 04:00:00,17.4,40.0,1,26.0,78.0,115.0,760.0,0
629,629,2023-12-27 05:00:00,16.1,11.699820251647694,1,26.0,78.0,116.0,760.0,0
630,630,2023-12-27 06:00:00,16.6,35.0,1,26.0,80.0,119.0,761.0,0
631,631,2023-12-27 07:00:00,15.6,36.0,1,27.0,78.0,124.0,761.0,0
632,632,2023-12-27 08:00:00,14.8,36.0,1,27.0,76.0,127.0,762.0,0
633,633,2023-12-27 09:00:00,15.0,40.0,1,28.0,72.0,132.0,762.0,0
634,634,2023-12-27 10:00:00,16.6,33.0,1,29.0,67.0,137.0,762.0,0
635,635,2023-12-27 11:00:00,16.9,34.0,1,30.0,64.0,145.0,762.0,0
636,636,2023-12-27 12:00:00,17.7,44.0,1,30.0,64.0,160.0,761.0,0
637,637,2023-12-27 13:00:00,19.2,49.0,1,30.0,65.0,170.0,760.0,0
638,638,2023-12-27 14:00:00,16.8,47.0,1,30.0,67.0,172.0,760.0,0
639,639,2023-12-27 15:00:00,22.6,36.0,1,27.0,83.0,190.0,760.0,2
640,640,2023-12-27 16:00:00,14.8,34.0,2,27.0,78.0,239.0,759.0,0
641,641,2023-12-27 17:00:00,18.1,33.0,1,28.0,74.0,229.0,760.0,0
642,642,2023-12-27 18:00:00,19.6,32.0,1,28.0,76.0,222.0,760.0,0
643,643,2023-12-27 19:00:00,18.4,41.0,1,27.0,77.0,174.0,760.0,0
644,644,2023-12-27 20:00:00,18.5,40.0,1,27.0,78.0,118.0,761.0,0
645,645,2023-12-27 21:00:00,18.7,40.0,1,27.0,78.0,141.0,761.0,0
646,646,2023-12-27 22:00:00,19.8,36.0,1,27.0,78.0,140.0,761.0,0
647,647,2023-12-27 23:00:00,19.9,37.0,2,27.0,80.0,122.0,761.0,0
648,648,2023-12-28 00:00:00,18.2,34.0,1,27.0,80.0,121.0,760.0,0
649,649,2023-12-28 01:00:00,15.3,41.0,1,27.0,80.0,131.0,760.0,0
650,650,2023-12-28 02:00:00,15.7,35.0,1,27.0,83.0,118.0,759.0,0
651,651,2023-12-28 03:00:00,19.5,36.0,1,27.0,82.0,130.0,759.0,0
652,652,2023-12-28 04:00:00,16.1,37.0,1,27.0,83.0,118.0,759.0,0
653,653,2023-12-28 05:00:00,22.6,40.0,1,27.0,83.0,115.0,759.0,0
654,654,2023-12-28 06:00:00,17.9,11.699820251647694,1,26.0,84.0,114.0,759.0,0
655,655,2023-12-28 07:00:00,16.1,28.0,1,27.0,86.0,114.0,760.0,0
656,656,2023-12-28 08:00:00,18.6,35.0,1,27.0,84.0,131.0,761.0,5
657,657,2023-12-28 09:00:00,17.5,35.0,2,27.0,82.0,241.0,761.0,0
658,658,2023-12-28 10:00:00,14.4,40.0,1,29.0,68.0,213.0,761.0,0
659,659,2023-12-28 11:00:00,17.8,39.0,1,30.0,65.0,203.0,761.0,0
660,660,2023-12-28 12:00:00,13.7,34.0,2,30.0,65.0,232.0,760.0,0
661,661,2023-12-28 13:00:00,12.8,29.0,1,30.0,65.0,206.0,759.0,0
662,662,2023-12-28 14:00:00,10.2,25.0,2,30.0,65.0,242.0,758.0,0
663,663,2023-12-28 15:00:00,9.6,31.0,2,30.0,68.0,242.0,758.0,0
664,664,2023-12-28 16:00:00,13.8,39.0,1,29.0,71.0,240.0,758.0,0
665,665,2023-12-28 17:00:00,17.8,42.0,1,28.0,76.0,149.0,758.0,0
666,666,2023-12-28 18:00:00,14.1,41.0,1,28.0,75.0,142.0,758.0,0
667,667,2023-12-28 19:00:00,17.1,29.0,1,28.0,76.0,170.0,759.0,0
668,668,2023-12-28 20:00:00,15.1,31.0,2,28.0,76.0,237.0,759.0,0
669,669,2023-12-28 21:00:00,13.6,39.0,1,28.0,77.0,208.0,760.0,0
670,670,2023-12-28 22:00:00,13.5,46.0,1,28.0,77.0,189.0,760.0,0
671,671,2023-12-28 23:00:00,16.4,46.0,1,28.0,78.0,200.0,760.0,0
672,672,2023-12-29 00:00:00,13.6,40.0,1,27.0,83.0,213.0,760.0,2
673,673,2023-12-29 01:00:00,10.5,31.0,1,27.0,83.0,222.0,759.0,0
674,674,2023-12-29 02:00:00,9.8,40.0,1,26.0,92.0,205.0,759.0,4
675,675,2023-12-29 03:00:00,10.1,33.0,2,27.0,87.0,227.0,758.0,0
676,676,2023-12-29 04:00:00,13.2,40.0,2,27.0,85.0,233.0,758.0,0
677,677,2023-12-29 05:00:00,11.9,40.0,1,27.0,84.0,221.0,758.0,0
678,678,2023-12-29 06:00:00,13.4,33.0,1,27.0,84.0,219.0,759.0,0
679,679,2023-12-29 07:00:00,12.1,11.699820251647694,1,27.0,83.0,222.0,759.0,0
680,680,2023-12-29 08:00:00,11.1,27.0,1,27.0,84.0,210.0,760.0,1
681,681,2023-12-29 09:00:00,11.8,32.0,1,28.0,84.0,217.0,760.0,1
682,682,2023-12-29 10:00:00,9.4,38.0,1,29.0,75.0,210.0,760.0,0
683,683,2023-12-29 11:00:00,11.2,38.0,2,29.0,80.0,231.0,760.0,1
684,684,2023-12-29 12:00:00,18.4,31.0,2,29.0,79.0,232.0,759.0,2
685,685,2023-12-29 13:00:00,13.3,23.0,2,29.0,75.0,237.0,759.0,0
686,686,2023-12-29 14:00:00,12.2,25.0,1,29.0,72.0,220.0,758.0,0
687,687,2023-12-29 15:00:00,12.1,27.0,1,29.0,76.0,223.0,758.0,1
688,688,2023-12-29 16:00:00,13.2,31.0,2,28.0,80.0,229.0,758.0,1
689,689,2023-12-29 17:00:00,14.4,31.0,1,27.0,83.0,225.0,758.0,0
